Index,Region,State,County,Population,% College Grad,Income per Capita,Employees,Retail Sales,Median Rent
1186,Mountain,UT,Duchesne,13799,11.8,13410,2458,56339,224
1187,Mountain,UT,Emery,10638,10.4,13576,2737,35119,209
1188,Mountain,UT,Garfield,4092,15,13185,714,17356,202
1189,Mountain,UT,Grand,7824,15.4,14131,2095,68594,226
1190,Mountain,UT,Iron,25921,21.9,12559,5924,178939,267
1191,Mountain,UT,Juab,6675,8.8,13044,1372,31271,194
1192,Mountain,UT,Kane,6000,11.8,13577,1065,32676,217
1193,Mountain,UT,Millard,12157,15.9,12911,2425,52593,199
1194,Mountain,UT,Morgan,6592,19,14659,816,21421,286
1195,Mountain,UT,Piute,1419,12.5,10681,96,0,150
1196,Mountain,UT,Rich,1831,15.1,16239,151,0,192
1197,Mountain,UT,Salt Lake,808383,23.8,18070,368564,6260753,316
1198,Mountain,UT,San Juan,13917,13.1,10305,1943,34498,184
1199,Mountain,UT,Sanpete,19340,15.6,11714,2477,61613,221
1200,Mountain,UT,Sevier,17166,12.6,13427,3527,106925,224
1201,Mountain,UT,Summit,23292,32.9,24717,9850,197236,451
1202,Mountain,UT,Tooele,29263,11.3,15068,4064,154195,292
1203,Mountain,UT,Uintah,25004,11.2,11856,4621,152258,183
1204,Mountain,UT,Utah,298789,26.2,13401,92469,1585470,288
1205,Mountain,UT,Wasatch,11757,18.5,14349,1917,44843,296
1206,Mountain,UT,Washington,70610,17.7,13477,15132,458144,346
1207,Mountain,UT,Wayne,2305,20,12321,375,7463,174
1208,Mountain,UT,Weber,175558,18,16984,51654,1270487,286
1209,Mountain,WY,Albany,30980,38.5,15882,7747,212903,296
1210,Mountain,WY,Big Horn,11110,15,15233,2041,32067,204
1211,Mountain,WY,Campbell,31668,15.7,21006,12240,226266,299
1212,Mountain,WY,Carbon,16110,14.2,19201,3961,120512,231
1213,Mountain,WY,Converse,11965,12.7,17156,2697,58645,229
1214,Mountain,WY,Crook,5656,15.6,21012,1197,14254,231
1215,Mountain,WY,Fremont,35710,16.5,15285,8474,238741,236
1216,Mountain,WY,Goshen,12627,14.5,18026,2705,56718,216
1217,Mountain,WY,Hot Springs,4567,14.3,19567,1378,18211,219
1218,Mountain,WY,Johnson,6644,17.9,19105,1318,33026,242
1219,Mountain,WY,Laramie,78444,20.7,20107,22696,702205,312
1220,Mountain,WY,Lincoln,13918,15.2,15882,3444,76169,248
1221,Mountain,WY,Natrona,64025,20.4,22216,20957,531266,252
1222,Mountain,WY,Niobrara,2618,13,20354,397,14701,175
1223,Mountain,WY,Park,25534,18.8,19661,6809,207775,266
1224,Mountain,WY,Platte,8343,11.4,18178,1971,49598,223
1225,Mountain,WY,Sheridan,25088,17.6,23217,7725,204529,245
1226,Mountain,WY,Sublette,5507,21.4,18942,1127,25496,275
1227,Mountain,WY,Sweetwater,40976,13.3,19767,14141,343920,279
1228,Mountain,WY,Teton,13444,30,35983,10359,251764,392
1229,Mountain,WY,Uinta,20087,14.3,16105,4928,135950,258
1230,Mountain,WY,Washakie,8657,18.4,18342,2598,57057,236
1231,Mountain,WY,Weston,6506,12.7,20620,1734,39019,217
1232,New England,CT,Fairfield,830728,34.2,37642,401700,8809799,599
1233,New England,CT,Hartford,835589,25.8,26876,445591,7633833,491
1234,New England,CT,Litchfield,179316,25,25085,54047,1266921,481
1235,New England,CT,Middlesex,148030,28.2,26056,54706,1111301,537
1236,New England,CT,New Haven,794785,24.2,24422,312714,6433006,493
1237,New England,CT,New London,250404,21.8,23017,87342,1959005,493
1238,New England,CT,Tolland,131604,29.2,21526,22736,682433,531
1239,New England,CT,Windham,104206,16.8,20225,27326,618748,406
1240,New England,MA,Barnstable,199804,28.1,23619,57554,2215123,547
1241,New England,MA,Berkshire,135743,20.9,22094,53428,1191224,365
1242,New England,MA,Bristol,512637,15.9,19091,174892,4105310,345
1243,New England,MA,Dukes,12808,32.1,24251,3747,0,521
1244,New England,MA,Essex,683723,25.9,23894,240155,5116080,522
1245,New England,MA,Franklin,70903,24.2,18727,19511,383917,402
1246,New England,MA,Hampden,443463,17.6,19918,173135,3513185,415
1247,New England,MA,Hampshire,149124,31.9,18781,40218,823852,461
1248,New England,MA,Middlesex,1408450,35.4,28710,707454,11440655,598
1249,New England,MA,Nantucket,7153,32.9,33991,3066,0,670
1250,New England,MA,Norfolk,635578,34.4,29217,283988,5763118,612
1251,New England,MA,Plymouth,454151,22.2,21307,126355,3834851,534
1252,New England,MA,Suffolk,641155,27.7,27059,485365,4862522,546
1253,New England,MA,Worcester,718858,22.2,20738,263927,5466386,448
1254,New England,ME,Androscoggin,103751,12.6,18286,36428,948420,334
1255,New England,ME,Aroostook,78633,12.5,15238,22637,626499,267
1256,New England,ME,Cumberland,248526,27.6,23063,119884,2999333,458
1257,New England,ME,Franklin,29511,17.7,15713,10099,209139,278
1258,New England,ME,Hancock,49272,21.4,19239,14157,443721,325
1259,New England,ME,Kennebec,117000,18.1,19114,39779,1038729,330
1260,New England,ME,Knox,37372,19.8,19421,11421,308351,333
1261,New England,ME,Lincoln,31334,22.2,20583,6698,260706,356
1262,New England,ME,Oxford,53440,12.7,15830,13637,265494,281
1263,New England,ME,Penobscot,145905,17.7,17711,51772,1340818,335
1264,New England,ME,Piscataquis,18486,12.3,14560,4413,109921,250
1265,New England,ME,Sagadahoc,33959,21.6,19156,14399,185672,416
1266,New England,ME,Somerset,51346,10.5,15192,13975,285630,275
1267,New England,ME,Waldo,35707,16.8,14963,5249,169045,283
1268,New England,ME,Washington,36156,12.7,14617,7589,272226,227
1269,New England,ME,York,170984,19,19344,39708,1129840,429
1270,New England,NH,Belknap,50940,20.5,20638,17456,529072,438
1271,New England,NH,Carroll,37583,23.4,22741,13690,493344,417
1272,New England,NH,Cheshire,71158,23.9,20228,25089,725726,449
1273,New England,NH,Coos,33580,11,18688,11356,307497,289
1274,New England,NH,Grafton,77736,26.4,22384,36715,838670,418
1275,New England,NH,Hillsborough,349572,26.4,23163,146808,3470720,513
1276,New England,NH,Merrimack,123348,25.4,23088,43410,1041123,461
1277,New England,NH,Rockingham,257579,25.9,23973,91384,2940012,541
1278,New England,NH,Strafford,107265,21.7,19120,30059,764810,453
1279,New England,NH,Sullivan,39492,16.5,20219,10802,278062,390
1280,New England,RI,Bristol,48781,27.4,24866,11241,240931,417
1281,New England,RI,Kent,162143,20.5,21653,60362,1711391,468
1282,New England,RI,Newport,81993,30.1,21832,23538,639035,551
1283,New England,RI,Providence,580015,18.3,20618,244872,3533070,393
1284,New England,RI,Washington,116862,29.1,21887,32112,861575,497
1285,New England,VT,Addison,34811,25.1,17235,9410,231279,384
1286,New England,VT,Bennington,36276,23.5,20402,15004,412346,370
1287,New England,VT,Caledonia,28564,19,16230,8292,207590,278
1288,New England,VT,Chittenden,139041,34,22351,68138,1374026,457
1289,New England,VT,Essex,6570,8.5,13318,1265,12955,249
1290,New England,VT,Franklin,43250,14.3,16517,9125,326321,330
1291,New England,VT,Grand Isle,5884,20.3,19706,495,20479,367
1292,New England,VT,Lamoille,21150,23.9,18997,7776,171333,363
1293,New England,VT,Orange,27361,21.9,16212,5890,127132,338
1294,New England,VT,Orleans,24970,14.2,15692,6719,192023,263
1295,New England,VT,Rutland,62732,20.6,18588,23738,530623,376
1296,New England,VT,Washington,56367,24.4,19616,21160,500517,343
1297,New England,VT,Windham,42757,25.2,20880,21354,391621,383
1298,New England,VT,Windsor,55038,23.6,20698,17288,383370,386
1299,Pacific,AK,Aleutians East,2305,12.9,20114,1410,6693,518
1300,Pacific,AK,Aleutians West,5259,14.8,20298,4321,24233,428
1301,Pacific,AK,Anchorage,251335,26.9,26619,93037,2612640,528
1302,Pacific,AK,Bethel,15525,13.1,15493,2269,59687,460
1303,Pacific,AK,Bristol Bay,1023,18.9,29699,392,9653,464
1304,Pacific,AK,Dillingham,4360,15.3,22616,1060,23077,518
1305,Pacific,AK,Fairbanks North Star,83374,25.2,19149,17746,702135,471
1306,Pacific,AK,Haines,2181,17.6,26413,371,15154,405
1307,Pacific,AK,Juneau,29378,30.7,26066,8369,289620,587
1308,Pacific,AK,Kenai Peninsula,46151,17.9,22761,8934,329438,410
1309,Pacific,AK,Ketchikan Gateway,14422,20.2,28789,5583,152834,533
1310,Pacific,AK,Kodiak Island,14987,21.5,20889,4234,94172,602
1311,Pacific,AK,Lake and Peninsula,1787,14.4,18448,557,2545,417
1312,Pacific,AK,Matanuska-Susitna,50686,18.1,16506,6193,306380,430
1313,Pacific,AK,Nome,8754,13.8,16223,1713,38498,546
1314,Pacific,AK,North Slope,7024,14.1,24491,1575,72335,600
1315,Pacific,AK,Northwest Arctic,6501,11.9,17515,1068,31039,627
1316,Pacific,AK,Prince of Wales-Outer Ketchikan,7109,11.4,16904,1074,25572,329
1317,Pacific,AK,Sitka,8710,21.4,22970,3042,78119,520
1318,Pacific,AK,Skagway-Yakutat-Angoon,4655,15.8,23945,849,26566,306
1319,Pacific,AK,Southeast Fairbanks,6018,19,18024,495,28132,389
1320,Pacific,AK,Valdez-Cordova,10475,18.5,26317,1992,70343,457
1321,Pacific,AK,Wade Hampton,6574,10.2,10768,456,25333,359
1322,Pacific,AK,Wrangell-Petersburg,7089,19.8,24475,1684,52280,422
1323,Pacific,AK,Yukon-Koyukuk,6057,13.8,15148,673,20710,279
1324,Pacific,CA,Alameda,1323312,28.8,24234,501857,9976664,570
1325,Pacific,CA,Alpine,1229,24,20365,1060,2331,349
1326,Pacific,CA,Amador,33162,14,16986,6587,455007,411
1327,Pacific,CA,Butte,192880,19.5,16507,44687,1329699,369
1328,Pacific,CA,Calaveras,37694,14.4,16627,4972,153128,384
1329,Pacific,CA,Colusa,17596,11.1,21727,2946,78521,272
1330,Pacific,CA,Contra Costa,872099,31.6,27757,262842,6674690,613
1331,Pacific,CA,Del Norte,26956,10,13320,4239,126016,341
1332,Pacific,CA,El Dorado,148217,20.8,20598,26593,882623,478
1333,Pacific,CA,Fresno,737289,16.9,17215,189401,4778109,363
1334,Pacific,CA,Glenn,26028,9.4,15869,4248,100626,278
1335,Pacific,CA,Humboldt,122747,20,17256,34228,907213,344
1336,Pacific,CA,Imperial,138072,9.7,14509,23188,862251,313
1337,Pacific,CA,Inyo,18435,13.5,18694,4072,173257,317
1338,Pacific,CA,Kern,617528,13.3,16312,127964,3586756,365
1339,Pacific,CA,Kings,113089,9,13652,16576,477343,335
1340,Pacific,CA,Lake,55783,10.7,17232,7984,300088,351
1341,Pacific,CA,Lassen,28279,11.7,14346,4060,150677,296
1342,Pacific,CA,Los Angeles,9138789,22.3,21661,3495246,65872141,570
1343,Pacific,CA,Madera,107004,11.7,14841,17149,483465,333
1344,Pacific,CA,Marin,233883,44,38310,86905,2488376,763
1345,Pacific,CA,Mariposa,15772,16.8,16958,3051,85791,311
1346,Pacific,CA,Mendocino,82499,17.8,17588,20670,616142,384
1347,Pacific,CA,Merced,194407,12,15082,34463,872038,358
1348,Pacific,CA,Modoc,9559,11.2,15914,1414,41232,225
1349,Pacific,CA,Mono,10433,21.9,19649,5695,104055,450
1350,Pacific,CA,Monterey,348841,21.5,21371,89249,2594184,566
1351,Pacific,CA,Napa,115751,22.3,24923,36494,814188,561
1352,Pacific,CA,Nevada,87318,22.1,19444,19913,558613,489
1353,Pacific,CA,Orange,2563971,27.8,25022,1125311,22096575,728
1354,Pacific,CA,Placer,205239,22.7,23263,56654,1823873,496
1355,Pacific,CA,Plumas,20451,15.1,17770,4152,119247,272
1356,Pacific,CA,Riverside,1379801,14.6,18012,283721,8773346,502
1357,Pacific,CA,Sacramento,1103499,23,20751,340776,8605599,462
1358,Pacific,CA,San Benito,42625,14.4,17236,6732,166092,491
1359,Pacific,CA,San Bernardino,1569586,14.9,16468,360768,9808694,489
1360,Pacific,CA,San Diego,2644132,25.3,20950,817501,19805967,564
1361,Pacific,CA,San Francisco,730570,35,32777,487834,6649918,613
1362,Pacific,CA,San Joaquin,523969,13.2,17808,124002,3071168,417
1363,Pacific,CA,San Luis Obispo,226071,22.9,18546,58525,1522165,510
1364,Pacific,CA,San Mateo,681362,31.3,31208,291869,6393315,711
1365,Pacific,CA,Santa Barbara,381401,26.6,24013,119711,2831523,606
1366,Pacific,CA,Santa Clara,1565253,32.6,27360,777418,13566987,715
1367,Pacific,CA,Santa Cruz,236669,29.7,23439,72147,1882218,651
1368,Pacific,CA,Shasta,160940,13.7,17646,41121,1253457,358
1369,Pacific,CA,Sierra,3399,15.9,17577,407,7164,280
1370,Pacific,CA,Siskiyou,44253,14.2,16412,9088,264687,270
1371,Pacific,CA,Solano,366134,18.7,19342,80606,2509370,521
1372,Pacific,CA,Sonoma,414569,24.5,23285,128719,3458042,576
1373,Pacific,CA,Stanislaus,410870,13,17083,102636,2938740,417
1374,Pacific,CA,Sutter,74963,15.4,18616,14902,468699,321
1375,Pacific,CA,Tehama,53798,10.2,14317,9347,318877,288
1376,Pacific,CA,Trinity,13429,12.9,15648,1620,48268,292
1377,Pacific,CA,Tulare,346843,11.8,15319,68648,1888605,324
1378,Pacific,CA,Tuolumne,51777,14.7,17129,11049,316868,392
1379,Pacific,CA,Ventura,710018,23,22003,191480,5386265,695
1380,Pacific,CA,Yolo,147769,30.3,19943,45421,872286,459
1381,Pacific,CA,Yuba,61141,9.5,13956,8559,253534,312
1382,Pacific,HI,Hawaii,137531,18.5,17519,40134,1086796,428
1383,Pacific,HI,Honolulu,877198,24.6,24929,329567,8527201,615
1384,Pacific,HI,Kauai,56131,16.3,19887,19137,539862,532
1385,Pacific,HI,Maui,115864,17.8,21354,46992,1356433,658
1386,Pacific,OR,Baker,16471,13.3,16010,3323,100425,209
1387,Pacific,OR,Benton,75235,41.3,19014,24203,439311,330
1388,Pacific,OR,Clackamas,316428,23.6,22167,93074,2511005,404
1389,Pacific,OR,Clatsop,35372,16.7,18396,10150,309026,288
1390,Pacific,OR,Columbia,41816,11,17609,8457,149927,280
1391,Pacific,OR,Coos,62822,12.3,16524,16516,464017,265
1392,Pacific,OR,Crook,16386,10.1,16760,4878,64103,263
1393,Pacific,OR,Curry,21243,12.8,17311,4290,138692,316
1394,Pacific,OR,Deschutes,94974,18.9,19227,30471,880805,364
1395,Pacific,OR,Douglas,99906,11.7,16131,26424,588218,281
1396,Pacific,OR,Gilliam,1861,18.7,18709,467,7685,221
1397,Pacific,OR,Grant,7976,12.5,17147,1576,40339,240
1398,Pacific,OR,Harney,7075,14.1,17196,1529,42196,205
1399,Pacific,OR,Hood River,18589,18,17181,7069,121979,316
1400,Pacific,OR,Jackson,166060,17.6,17890,49470,1484677,346
1401,Pacific,OR,Jefferson,15969,12.2,16033,3057,84046,264
1402,Pacific,OR,Josephine,71335,12,15581,15184,506819,319
1403,Pacific,OR,Klamath,61043,12.4,16149,15877,443389,260
1404,Pacific,OR,Lake,7421,14.5,18015,1347,45743,238
1405,Pacific,OR,Lane,303426,22.2,18045,96227,2510632,360
1406,Pacific,OR,Lincoln,44347,16.7,16851,11574,383464,317
1407,Pacific,OR,Linn,100130,11,16683,25377,569380,293
1408,Pacific,OR,Malheur,27860,13.1,15628,7574,228312,227
1409,Pacific,OR,Marion,255044,17.5,17687,77054,1915461,335
1410,Pacific,OR,Morrow,8922,11.8,16759,1550,19565,247
1411,Pacific,OR,Multnomah,614104,23.7,22629,336661,5584325,347
1412,Pacific,OR,Polk,56678,21.2,16301,8794,170989,300
1413,Pacific,OR,Sherman,1886,18.9,23939,212,11471,214
1414,Pacific,OR,Tillamook,23767,13.1,15487,4917,130178,277
1415,Pacific,OR,Umatilla,64040,13.3,16368,15453,424123,252
1416,Pacific,OR,Union,24948,17,16602,6379,165414,243
1417,Pacific,OR,Wallowa,7535,15.7,18453,1383,52328,220
1418,Pacific,OR,Wasco,22737,14.5,17749,5780,229178,275
1419,Pacific,OR,Washington,370197,29.8,22046,138188,3563361,429
1420,Pacific,OR,Wheeler,1539,10.7,18392,89,6524,167
1421,Pacific,OR,Yamhill,75443,17.1,17400,19451,440399,328
1422,Pacific,WA,Adams,15150,12.3,20907,3364,62250,218
1423,Pacific,WA,Asotin,20252,12.4,17503,3166,93742,257
1424,Pacific,WA,Benton,133070,23.3,21037,47285,947312,283
1425,Pacific,WA,Chelan,57854,16.7,20404,22278,504700,306
1426,Pacific,WA,Clallam,62504,16.1,18873,13829,433094,308
1427,Pacific,WA,Clark,292272,16.8,20082,73301,1583262,378
1428,Pacific,WA,Columbia,4219,15.1,23017,809,12288,214
1429,Pacific,WA,Cowlitz,88904,11.3,18534,29295,671840,296
1430,Pacific,WA,Douglas,31054,13.8,16961,3740,170008,338
1431,Pacific,WA,Ferry,7140,12,14182,1016,31308,197
1432,Pacific,WA,Franklin,44459,13.4,17234,11342,325508,234
1433,Pacific,WA,Garfield,2297,13.7,22495,261,5044,191
1434,Pacific,WA,Grant,64493,11.9,17147,12845,339630,244
1435,Pacific,WA,Grays Harbor,67221,11,17433,17386,436864,253
1436,Pacific,WA,Island,68682,20,17620,8352,262756,397
1437,Pacific,WA,Jefferson,25028,21.8,19314,4991,117342,312
1438,Pacific,WA,King,1595243,32.8,28202,834660,15170339,457
1439,Pacific,WA,Kitsap,226720,19.8,18676,41294,1514292,380
1440,Pacific,WA,Kittitas,30158,22.2,16586,6179,212232,260
1441,Pacific,WA,Klickitat,18231,10.9,17181,3243,51476,249
1442,Pacific,WA,Lewis,65921,11.8,17365,17137,478720,276
1443,Pacific,WA,Lincoln,9510,16,22478,1219,32189,198
1444,Pacific,WA,Mason,47127,13.6,15516,6650,185148,298
1445,Pacific,WA,Okanogan,36628,12,17630,7620,213269,222
1446,Pacific,WA,Pacific,20807,11.3,16542,4379,97855,240
1447,Pacific,WA,Pend Oreille,10749,12,14966,1163,33062,237
1448,Pacific,WA,Pierce,648994,17.5,19010,175156,4597597,374
1449,Pacific,WA,San Juan,11783,33.5,27196,3054,86484,384
1450,Pacific,WA,Skagit,94023,16.3,19415,27557,842428,341
1451,Pacific,WA,Skamania,9098,11.7,17873,861,12077,264
1452,Pacific,WA,Snohomish,533526,19.3,20828,158885,4004090,467
1453,Pacific,WA,Spokane,401205,20.6,18742,141230,3293549,288
1454,Pacific,WA,Stevens,37608,12.1,15147,6105,123474,231
1455,Pacific,WA,Thurston,191974,24.7,20259,42580,1383772,382
1456,Pacific,WA,Wahkiakum,3710,10.4,17874,474,5955,221
1457,Pacific,WA,Walla Walla,52982,18.8,17180,15800,283649,259
1458,Pacific,WA,Whatcom,148929,22,18362,50889,1571264,361
1459,Pacific,WA,Whitman,39380,42.6,16021,5930,156318,303
1460,Pacific,WA,Yakima,212035,13.7,17573,54020,1373732,270
1461,South Atlantic,DC,Washington,554256,33.3,29500,415677,3637365,441
1462,South Atlantic,DE,Kent,121725,15,16546,35250,1088376,343
1463,South Atlantic,DE,New Castle,467889,25.2,24320,228265,4348165,460
1464,South Atlantic,DE,Sussex,127583,13,17733,41432,1186558,278
1465,South Atlantic,FL,Alachua,196106,34.6,18424,62721,1557805,316
1466,South Atlantic,FL,Baker,20153,5.7,14158,3526,77293,225
1467,South Atlantic,FL,Bay,142690,15.7,16852,45002,1259459,289
1468,South Atlantic,FL,Bradford,24182,8.1,13049,3616,115663,223
1469,South Atlantic,FL,Brevard,450646,20.4,18915,144594,4005466,404
1470,South Atlantic,FL,Broward,1412165,18.8,23840,480395,14841126,497
1471,South Atlantic,FL,Calhoun,11858,8.2,11790,1713,44557,149
1472,South Atlantic,FL,Charlotte,129381,13.4,18012,25426,838177,412
1473,South Atlantic,FL,Citrus,107333,10.4,15295,20467,644159,297
1474,South Atlantic,FL,Clay,124431,17.9,18134,23580,827262,404
1475,South Atlantic,FL,Collier,181381,22.3,29237,64757,1836054,495
1476,South Atlantic,FL,Columbia,48376,11,14552,12327,395514,222
1477,South Atlantic,FL,Dade,2031336,18.8,19266,780297,17990609,422
1478,South Atlantic,FL,De Soto,25048,7.6,15043,4600,129769,272
1479,South Atlantic,FL,Dixie,12159,6.2,10334,1286,40136,160
1480,South Atlantic,FL,Duval,701673,18.4,19820,323047,6123152,355
1481,South Atlantic,FL,Escambia,273804,18.2,16899,92670,2316877,305
1482,South Atlantic,FL,Flagler,40643,17.3,14845,6361,154451,435
1483,South Atlantic,FL,Franklin,10301,12.4,14458,1812,42312,206
1484,South Atlantic,FL,Gadsden,43378,11.2,13712,9220,172033,168
1485,South Atlantic,FL,Gilchrist,12332,7.4,12622,933,19941,198
1486,South Atlantic,FL,Glades,7665,7.1,15097,398,13726,255
1487,South Atlantic,FL,Gulf,13390,9.2,14482,2423,37782,193
1488,South Atlantic,FL,Hamilton,11773,7,11876,2712,48975,143
1489,South Atlantic,FL,Hardee,19952,8.6,15490,3308,116553,257
1490,South Atlantic,FL,Hendry,28114,10,17174,4847,155996,302
1491,South Atlantic,FL,Hernando,120054,9.7,15251,18387,607636,341
1492,South Atlantic,FL,Highlands,74507,10.9,16541,17196,659676,282
1493,South Atlantic,FL,Hillsborough,884608,20.2,19129,396191,7882210,374
1494,South Atlantic,FL,Holmes,17520,7.4,12356,2115,46861,181
1495,South Atlantic,FL,Indian River,97144,19.1,27220,28219,803037,422
1496,South Atlantic,FL,Jackson,43891,10.9,14949,8631,290257,165
1497,South Atlantic,FL,Jefferson,12950,14.7,14575,1743,46153,199
1498,South Atlantic,FL,Lafayette,6043,5.2,13098,599,9381,175
1499,South Atlantic,FL,Lake,180160,12.7,17325,38358,1127079,311
1500,South Atlantic,FL,Lee,375381,16.4,20907,113280,3486929,417
1501,South Atlantic,FL,Leon,213917,37.1,18746,73646,1751464,351
1502,South Atlantic,FL,Levy,29738,8.3,13062,4281,146535,214
1503,South Atlantic,FL,Liberty,6400,7.3,14199,744,14034,158
1504,South Atlantic,FL,Madison,17231,9.7,12665,3167,67291,148
1505,South Atlantic,FL,Manatee,229864,15.5,21584,67973,1654805,397
1506,South Atlantic,FL,Marion,226678,11.5,15972,56306,1601049,297
1507,South Atlantic,FL,Martin,111069,20.3,30256,35368,1070030,442
1508,South Atlantic,FL,Monroe,81850,20.3,23582,28675,851457,523
1509,South Atlantic,FL,Nassau,50767,12.5,19771,10812,299041,327
1510,South Atlantic,FL,Okaloosa,163707,21,18202,45240,1309237,342
1511,South Atlantic,FL,Okeechobee,30222,9.8,14227,5965,212946,312
1512,South Atlantic,FL,Orange,749631,21.2,19607,405129,7580307,441
1513,South Atlantic,FL,Osceola,130771,11.2,15379,34243,1162389,438
1514,South Atlantic,FL,Palm Beach,972093,22.1,32230,341668,9327354,499
1515,South Atlantic,FL,Pasco,304938,9.1,16176,54383,1824574,329
1516,South Atlantic,FL,Pinellas,870884,18.5,22798,324350,8666224,393
1517,South Atlantic,FL,Polk,436701,12.9,16858,133795,3148036,300
1518,South Atlantic,FL,Putnam,69481,8.3,13972,11506,351190,222
1519,South Atlantic,FL,Santa Rosa,104110,18.6,16556,15006,421457,285
1520,South Atlantic,FL,Sarasota,295942,21.9,28761,104760,3020255,458
1521,South Atlantic,FL,Seminole,330012,26.3,20846,96487,2812401,471
1522,South Atlantic,FL,St. Johns,102174,23.6,24797,25035,667829,394
1523,South Atlantic,FL,St. Lucie,172483,13.1,15773,35906,1171108,410
1524,South Atlantic,FL,Sumter,34788,7.8,13955,4915,168422,235
1525,South Atlantic,FL,Suwannee,30103,8.2,14345,5910,163151,182
1526,South Atlantic,FL,Taylor,17445,9.8,13690,4305,102491,188
1527,South Atlantic,FL,Union,12433,7.9,10398,1904,20153,152
1528,South Atlantic,FL,Volusia,408261,14.8,16991,113801,3158926,382
1529,South Atlantic,FL,Wakulla,17111,10.1,14816,1938,45485,245
1530,South Atlantic,FL,Walton,33615,11.9,14128,7052,176836,233
1531,South Atlantic,FL,Washington,18623,7.4,13250,3154,58531,177
1532,South Atlantic,GA,Appling,16359,8.2,13238,4696,82910,175
1533,South Atlantic,GA,Atkinson,6749,6.4,14410,1138,22453,123
